,cand_id,q1-score,q2-score,q3-score,q4-score,q5-score,q6-score,q7-score,q8-score,q9-score,q10-score,q11-score,q12-score,q13-score,q14-score,score,max_score,inv_id,inv_at,attempt_end,attempt_start,attempt_id,attempt_time,attempt_ct,window_exit_ct,out_of_window_seconds,network_disconnect_seconds,invite_method,team,copy_paste_ct,product_rating,tag_score_mysql,tag_score_sql,tag_scoresql_case_statement,tag_score_sql_joins,tag_score_sql_aggregate_functions,tag_score_sql_subquery,section_score_create_scripts_&_insert_statements,section_score:_data_query_language_(dql),q1-time_taken,q2-time_taken,q3-time_taken,q4-time_taken,q5-time_taken,q6-time_taken,q7-time_taken,q8-time_taken,q9-time_taken,q10-time_taken,q11-time_taken,q12-time_taken,q13-time_taken,q14-time_taken,q2-loc,q3-loc,q4-loc,q5-loc,q6-loc,q7-loc,q8-loc,q9-loc,q10-loc,q11-loc,q12-loc,q13-loc,q14-loc,q2-compile_and_test_ct,q3-compile_and_test_ct,q4-compile_and_test_ct,q5-compile_and_test_ct,q6-compile_and_test_ct,q7-compile_and_test_ct,q8-compile_and_test_ct,q9-compile_and_test_ct,q10-compile_and_test_ct,q11-compile_and_test_ct,q12-compile_and_test_ct,q13-compile_and_test_ct,q14-compile_and_test_ct,q2-lang,q3-lang,q4-lang,q5-lang,q6-lang,q7-lang,q8-lang,q9-lang,q10-lang,q11-lang,q12-lang,q13-lang,q14-lang,q2-plagiarism,q3-plagiarism,q4-plagiarism,q5-plagiarism,q6-plagiarism,q7-plagiarism,q8-plagiarism,q9-plagiarism,q10-plagiarism,q11-plagiarism,q12-plagiarism,q13-plagiarism,q14-plagiarism,q2-plagiarism_pct,q3-plagiarism_pct,q4-plagiarism_pct,q5-plagiarism_pct,q6-plagiarism_pct,q7-plagiarism_pct,q8-plagiarism_pct,q9-plagiarism_pct,q10-plagiarism_pct,q11-plagiarism_pct,q12-plagiarism_pct,q13-plagiarism_pct,q14-plagiarism_pct,q2-testcase_passed,q3-testcase_passed,q4-testcase_passed,q5-testcase_passed,q6-testcase_passed,q7-testcase_passed,q8-testcase_passed,q9-testcase_passed,q10-testcase_passed,q11-testcase_passed,q12-testcase_passed,q13-testcase_passed,q14-testcase_passed,q2-testcase_time,q3-testcase_time,q4-testcase_time,q5-testcase_time,q6-testcase_time,q7-testcase_time,q8-testcase_time,q9-testcase_time,q10-testcase_time,q11-testcase_time,q12-testcase_time,q13-testcase_time,q14-testcase_time,candidate_city,candidate_major,city,state,zip,latitude,longitude,clean_major,clean_major_class,score_pct,pass
537,133,,10,10,10,10,0,0,10,10,10,10,10,0,10,100.0,130,27533822,2050-01-01 16:36:00,2024-05-31 06:27:00,2024-03-06 04:29:00,31528912,134318,1,48,2501,115366,Invited Via Email,Developers|CDT_Admin,0,1.0,90.0,60,10,90,50,30,10.0,90.0,,2195,784,1449,519,1922,815,2744,995,658,1195,983,2684,1888,11,13,12,14,11,12,14,12,11,12,13,17,41,12,4,12,4,11,11,13,6,5,8,3,13,5,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.00726,0.00769,0.00698,0.00788,0.00789,0.00698,0.00694,0.0071,0.00751,0.00814,0.00711,0.00695,0.00809,mount holly,,Mount Holly,NJ,8060.0,40.0751,-74.7924,,,0.77,0
538,131,,10,10,10,10,10,10,10,10,10,10,0,0,0,100.0,130,27533818,2049-11-18 19:50:00,2024-04-21 03:11:00,2024-01-30 18:03:00,31352460,501219,1,156,45860,470090,Invited Via Email,Developers|CDT_Admin,0,1.0,90.0,60,0,100,30,20,10.0,90.0,,991,280,929,750,777,2092,7398,3127,1038,3823,8242,683,630,9,10,11,18,9,11,8,8,5,6,20,9,4,3,2,5,5,9,14,34,28,5,27,53,2,1,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.00677,0.00795,0.00879,0.00814,0.00754,0.0074,0.00848,0.00718,0.0069,0.00931,0.00747,0.00779,0.00673,Charlotte,,Charlotte,NC,28202.0,35.2242,-80.8395,,,0.77,0
539,127,,10,10,10,10,10,10,10,10,10,10,0,0,0,100.0,130,27533808,2049-10-27 21:27:00,2024-01-31 20:39:00,2023-11-20 21:11:00,31434612,302323,1,97,7650,223873,Invited Via Email,Developers|CDT_Admin,0,,90.0,60,0,100,30,20,10.0,90.0,,3057,1853,3104,1054,2909,6037,3339,16100,1458,2993,9902,21392,5100,9,9,7,12,7,8,13,10,9,10,11,11,10,11,6,9,5,24,42,16,35,11,21,41,7,16,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.00711,0.00778,0.00775,0.00714,0.00757,0.00851,0.00827,0.00739,0.00837,0.00795,0.00853,0.00773,0.00698,CHARLOTTE,,Charlotte,NC,28202.0,35.2242,-80.8395,,,0.77,0
540,117,,10,10,10,10,10,10,10,10,10,10,0,0,0,100.0,130,27533788,2049-09-14 00:41:00,2023-07-15 04:19:00,2023-05-27 17:01:00,31495884,170746,1,17,100251,100833,Invited Via Email,Developers|CDT_Admin,0,2.0,90.0,60,0,100,30,20,10.0,90.0,,2341,721,1063,340,1446,9944,658,2116,2436,1811,11178,28424,6922,11,5,7,11,7,8,13,10,9,9,8,12,12,15,5,17,2,10,2,5,13,12,12,9,5,9,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.00717,0.00768,0.00752,0.0075,0.00736,0.00758,0.00765,0.00857,0.00712,0.00897,0.0071,0.00794,0.00707,Charlotte,,Charlotte,NC,28202.0,35.2242,-80.8395,,,0.77,0
541,114,,10,10,10,10,10,10,10,10,10,0,10,0,0,100.0,130,27533782,2049-08-23 02:18:00,2023-05-15 23:25:00,2023-04-04 13:22:00,34142142,275751,2,279,203564,91924,Invited Via Email,Developers|CDT_Admin,0,4.0,90.0,50,0,100,30,20,10.0,90.0,,363,166,275,217,9589,15324,28180,907,1162,22771,9570,36150,52429,6,6,7,7,5,5,8,6,7,9,8,7,21,4,4,4,5,44,58,122,8,6,121,24,55,60,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0073,0.00952,0.00745,0.00931,0.00692,0.00873,0.00803,0.0075,0.00726,0.00997,0.00937,0.00688,0.00948,Charlotte,,Charlotte,NC,28202.0,35.2242,-80.8395,,,0.77,0
542,746,1.0,10,10,10,10,0,0,10,10,10,10,10,0,0,91.0,131,74634692,2052-04-14 03:10:00,2055-03-08 09:07:00,2051-05-05 21:49:00,78035570,332786,1,100,47621,258336,Invited Via Email,Admissions,1,,81.0,60,0,90,40,30,1.0,90.0,36.0,1058,403,4855,987,10228,1287,2339,3051,1106,685,1847,9230,35889,10,10,9,14,9,10,13,11,10,11,12,13,20,16,3,28,14,64,20,22,37,9,10,10,33,21,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.098575,0.50444,0.033798,0.355916,0.034884,0.029531,0.046131,0.019338,0.059487,0.047228,0.059573,0.107753,0.107235,Lakewood,Computer Science,Lakewood,CO,80226.0,39.7033,-105.08,Computer Science,IT-Dev,0.69,0
543,737,1.0,10,10,10,10,10,0,10,10,10,0,10,0,0,91.0,131,74634668,2052-03-23 04:47:00,2055-01-27 05:51:00,2051-03-31 11:23:00,78035540,343769,1,23,290953,226281,Invited Via Email,Admissions,0,3.0,81.0,50,0,90,30,20,1.0,90.0,175.0,41004,4407,358,857,28562,21721,566,662,680,4669,708,7374,5381,8,9,8,9,9,9,11,10,10,9,11,10,25,50,30,4,9,11,69,5,6,4,35,5,39,12,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.018947,0.056004,0.034521,0.111149,0.05748,0.031022,0.127072,0.071495,0.07174,0.074677,0.045583,0.015754,0.033298,Denver,QA Engineer,Denver,CO,80202.0,39.7514,-104.9967,Quality Assurance,IT-Dev,0.69,0
544,604,1.0,10,10,10,10,0,0,0,10,10,10,10,0,10,91.0,131,73589894,2051-09-07 19:20:00,2050-02-16 02:51:00,2046-11-17 21:53:00,77828012,345217,1,72,286175,218683,Invited Via Email,Admissions,6,3.0,81.0,60,10,80,40,30,1.0,90.0,1304.0,62536,1613,13154,13655,17971,3384,3295,2392,431,1572,470,895,1718,9,9,18,68,26,9,45,14,10,12,10,19,33,10,10,41,96,81,18,21,14,5,23,5,11,16,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.528898,0.043958,0.029985,0.012724,0.014331,0.010687,0.069455,0.024105,0.086021,0.038724,0.084683,0.03616,0.025464,Seattle,Information System Management,Seattle,WA,98101.0,47.6101,-122.3348,Information System Management,IT-NonDev,0.69,0
545,540,1.0,10,10,10,10,0,0,10,10,10,10,10,0,0,91.0,131,66953616,2051-06-12 01:48:00,2046-08-11 18:19:00,2043-10-11 00:01:00,73386744,370798,1,110,249049,158319,Invited Via Email,Admissions,4,3.0,81.0,60,0,90,40,30,1.0,90.0,121.0,1593,2443,117627,63805,16551,433,1843,1756,243,122,1429,2251,1990,9,10,9,16,11,9,11,11,10,11,13,14,14,10,13,12,36,73,5,17,16,2,3,8,14,9,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.015947,0.066946,0.033821,0.012548,0.221335,0.02819,0.240635,0.031221,0.03228,0.031438,0.047813,0.044522,0.022054,Minneapolis,Java,Minneapolis,MN,55401.0,44.9842,-93.2663,Software Development,IT-Dev,0.69,0
546,499,1.0,10,10,10,10,10,10,0,10,10,10,0,0,0,91.0,131,66853446,2051-05-21 03:25:00,2044-05-10 23:21:00,2041-10-14 14:08:00,73032432,329673,1,141,239315,263397,Invited Via Email,Admissions,0,,81.0,60,0,90,20,20,1.0,90.0,692.0,10282,10803,8783,1901,1769,7231,11307,2373,1418,2250,2044,770,4369,4,5,6,9,4,5,7,6,5,4,7,6,4,11,28,22,9,12,20,40,17,12,22,12,10,1,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.066352,0.029494,0.028122,0.105891,0.060954,0.116016,0.165351,0.046116,0.103171,0.48203,0.084928,0.027484,0.628117,Passaic,CS,Passaic,NJ,7055.0,40.8853,-74.3056,Computer Science,IT-Dev,0.69,0
547,457,1.0,10,10,10,10,10,10,10,10,0,10,0,0,0,91.0,131,58412796,2051-04-29 05:02:00,2042-02-08 04:23:00,2039-10-19 04:15:00,69300312,320156,2,242,265967,220567,Invited Via Email,Admissions,60,1.0,81.0,50,0,90,30,20,1.0,90.0,16.0,1418,757,5979,320,5951,21486,475,309,11330,632,9505,31952,9419,5,5,4,5,4,8,5,5,5,6,7,6,32,11,7,45,6,36,107,10,7,114,9,39,19,53,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.084531,0.076464,0.011338,0.034648,0.076072,0.040445,0.066712,0.059996,0.0571,0.255363,0.049967,0.104853,0.025247,Detroit,JAVA,Detroit,MI,48201.0,42.347,-83.0567,Software Development,IT-Dev,0.69,0
548,430,1.0,10,10,10,10,10,10,0,0,10,10,10,0,0,91.0,131,58412734,2051-04-07 06:39:00,2040-08-15 08:17:00,2038-06-27 19:24:00,66507232,345049,1,442,206101,113385,Invited Via Email,Admissions,0,3.0,81.0,60,0,90,20,30,1.0,90.0,2647.0,24763,1196,3107,22107,24749,29333,13009,30144,4345,15613,4413,38917,16419,6,6,7,9,5,7,16,9,7,9,10,16,22,90,12,32,104,186,151,32,153,29,44,25,113,54,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.384462,0.016568,0.019312,0.031858,0.021938,0.083665,0.013451,0.166788,0.019985,0.049865,0.032709,0.011095,0.016147,Charlotte,Java,Charlotte,NC,28202.0,35.2242,-80.8395,Software Development,IT-Dev,0.69,0
549,409,1.0,10,10,10,10,0,10,10,10,10,0,10,0,0,91.0,131,55212602,2057-06-13 08:08:00,2039-06-20 21:59:00,2037-06-20 17:51:00,62899542,319213,1,0,0,233391,Invited Via Email,Admissions,0,2.0,81.0,50,0,90,30,20,1.0,90.0,543.0,4918,810,5301,57202,3915,192,864,837,4961,1105,1236,1836,1980,10,10,10,16,10,11,10,11,10,11,10,14,27,5,3,19,12,12,2,12,7,8,3,8,2,9,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.042723,0.03198,0.114439,0.046715,0.034429,0.378958,0.576174,0.08438,0.079882,0.01441,0.037847,0.028012,0.03589,Columbus,Web Development,Columbus,OH,43215.0,39.9675,-83.003,Web Development,IT-Dev,0.69,0
550,356,1.0,10,10,10,10,0,0,10,10,10,10,10,0,0,91.0,131,45901716,2051-02-22 09:53:00,2036-07-22 07:25:00,2034-11-24 17:22:00,52567644,411176,1,3,3790,273832,Invited Via Email,Admissions,0,,81.0,60,0,90,40,30,1.0,90.0,209.0,54743,66604,401,800,3775,796,512,1821,278,2328,1238,73,2275,11,11,10,13,9,9,13,11,10,11,10,5,18,5,2,2,4,12,5,5,5,4,6,3,1,21,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.030671,0.03051,0.027967,0.034215,0.033043,0.032725,0.034972,0.03588,0.03596,0.043252,0.042483,0.010361,0.016805,Seattle,Java Developer,Seattle,WA,98101.0,47.6101,-122.3348,Software Development,IT-Dev,0.69,0
551,309,1.0,10,10,10,10,0,0,10,10,10,10,0,0,10,91.0,131,40836006,2051-01-09 13:07:00,2033-12-22 02:39:00,2032-08-14 00:11:00,48029490,417147,1,0,0,298625,Invited Via Email,Developers|CDT_Admin,0,,81.0,60,10,80,40,20,1.0,90.0,64.0,502,608,20336,1002,5132,1282,1181,1646,294,7001,14908,23210,40653,8,9,10,10,8,10,12,10,9,10,11,12,24,4,7,91,17,27,12,10,9,4,6,29,8,3,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.029906,0.030841,0.013188,0.042989,0.085066,0.032292,0.04033,0.038307,0.034183,0.041061,0.069407,0.074243,0.039561,Middletown,Computer Science,Middletown,NY,10940.0,41.4553,-74.4257,Computer Science,IT-Dev,0.69,0
552,274,1.0,10,10,10,10,0,0,10,10,10,10,10,0,0,91.0,131,39671054,2050-11-26 16:21:00,2032-01-19 17:29:00,2030-12-02 21:36:00,48040066,232169,1,0,0,157588,Invited Via Email,Developers|CDT_Admin,0,4.0,81.0,60,0,90,40,30,1.0,90.0,454.0,2319,1329,14462,2955,2697,2860,19790,5487,2717,8588,3106,6828,953,8,8,7,11,8,9,15,15,13,13,15,34,4,16,5,63,18,7,5,12,15,6,28,14,6,1,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.034547,0.035825,0.012607,0.01687,0.034923,0.030358,0.034473,0.033089,0.03183,0.037181,0.035885,0.020009,0.033905,"North Brunswick, NJ",CS,North Brunswick,NJ,8902.0,40.5652,-74.4086,Computer Science,IT-Dev,0.69,0
553,264,1.0,10,10,10,10,0,0,0,10,10,10,10,10,0,91.0,131,39671034,2050-08-30 22:49:00,2031-07-03 01:09:00,2030-06-08 17:26:00,47411506,105411,2,0,0,103754,Invited Via Email,Developers|CDT_Admin,0,2.0,81.0,60,0,90,40,40,1.0,90.0,3.0,119,30,44,23,57,1094,37,33,38,26,24,52,35,7,6,5,8,4,4,4,6,5,6,6,7,0,2,2,2,2,2,4,2,2,2,2,2,2,1,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.094845,0.033105,0.032174,0.049332,0.029851,0.030401,0.030959,0.047671,0.033181,0.037564,0.042735,0.04024,0.012955,FRESNO,ADM,Fresno,CA,93701.0,36.7854,-119.7724,Application Development,IT-Dev,0.69,0
554,613,0.5,10,10,10,10,0,0,10,10,10,10,10,0,0,90.5,131,73848104,2051-10-21 16:06:00,2050-08-15 17:33:00,2047-04-26 08:50:00,79120184,337346,2,5,342,308623,Invited Via Email,Admissions,15,5.0,80.5,60,0,90,40,30,0.5,90.0,16.0,6851,334,251,641,3058,1889,2577,723,942,4973,862,2544,2819,5,6,5,5,4,5,5,5,6,5,4,4,10,79,4,5,7,26,8,34,8,11,55,10,22,30,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.112435,0.471324,0.030627,0.035826,0.029348,0.065395,0.031736,0.03443,0.196193,0.032319,0.038931,0.04117,0.031904,Watertown,MIS,Watertown,MA,2472.0,42.3859,-71.1811,Management Information Systems,IT-NonDev,0.69,0
555,429,0.5,10,10,10,10,0,0,10,10,10,10,10,0,0,90.5,131,58412732,2051-03-16 08:16:00,2040-07-26 06:39:00,2038-06-10 02:11:00,66507312,332668,1,138,232985,184624,Invited Via Email,Admissions,0,1.0,80.5,60,0,90,40,30,0.5,90.0,413.0,2531,868,3890,2827,80522,287,3816,2255,17969,757,3077,27920,861,10,10,10,12,9,6,13,12,9,10,10,32,11,16,7,19,35,34,1,28,17,4,10,3,3,4,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.167577,0.091744,0.015634,0.017638,0.014831,0.079669,0.036584,0.037771,0.10672,0.108295,0.041534,0.0388,0.058333,Harrisburg,Education,Harrisburg,PA,17101.0,40.2649,-76.8858,Education,Non-IT,0.69,0
556,196,,10,10,10,10,0,0,10,10,10,10,10,0,0,90.0,131,34482310,2050-06-04 05:17:00,2027-10-07 10:05:00,2027-02-19 22:42:00,41178174,259053,2,2,49789,171164,Invited Via Email,Developers|CDT_Admin,18,5.0,80.0,60,0,90,40,30,0.0,90.0,,581,176,37,60,4236,11256,2446,224,162,358,510,9649,7169,8,8,7,12,8,9,13,10,12,11,11,12,26,2,2,2,2,40,29,5,3,2,4,6,9,17,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.027793,0.030492,0.029489,0.069131,0.014849,0.012852,0.034551,0.017257,0.015026,0.037006,0.035464,0.198079,0.016439,Charlotte,Java Development,Charlotte,NC,28202.0,35.2242,-80.8395,Software Development,IT-Dev,0.69,0
557,195,,10,10,10,10,10,0,10,10,10,0,10,0,0,90.0,131,34482306,2050-05-13 06:54:00,2027-09-17 08:27:00,2027-02-02 05:29:00,40066636,258957,1,70,203887,158008,Invited Via Email,Developers|CDT_Admin,0,,80.0,50,0,90,30,20,0.0,90.0,,17321,2660,2574,8133,11666,791,1163,9414,20125,3746,15322,2855,4291,13,9,9,12,11,0,12,13,11,12,12,0,10,26,9,3,16,2,0,6,45,14,9,7,0,11,mysql,mysql,mysql,mysql,mysql,-,mysql,mysql,mysql,mysql,mysql,-,mysql,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,0.0,1.0,,0.0,0.30118,0.030878,0.182839,0.017831,0.032601,,0.034241,0.033472,0.038184,0.034712,0.034759,,0.041861,Chapin,Full Stack Developer,Chapin,SC,29036.0,34.1547,-81.2353,Software Development,IT-Dev,0.69,0
558,193,,10,10,10,10,10,10,10,0,0,0,10,0,10,90.0,131,34482302,2050-04-21 08:31:00,2027-08-08 05:11:00,2026-12-28 19:03:00,40066756,229559,1,28,16164,976,Invited Via Email,Developers|CDT_Admin,0,2.0,80.0,40,10,80,30,20,0.0,90.0,,19661,76492,1097,776,2961,4959,72093,12272,3089,1777,2512,16240,4554,11,11,9,12,9,10,14,11,10,11,12,21,38,34,3,2,2,2,5,5,19,2,3,3,13,7,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.011547,0.038462,0.075392,0.178645,0.097294,0.033602,0.031331,0.032158,0.033272,0.031781,0.033036,0.027569,0.033031,Charlotte,Full Stack Java,Charlotte,NC,28202.0,35.2242,-80.8395,Software Development,IT-Dev,0.69,0
559,181,,10,10,10,10,10,10,10,0,0,10,0,0,10,90.0,130,29468252,2050-02-14 13:22:00,2026-12-10 09:35:00,2026-05-30 04:27:00,33890050,417053,1,51,3050,377425,Invited Via Email,Developers|CDT_Admin,0,,80.0,50,10,80,30,20,10.0,80.0,,1265,987,1381,990,2389,1089,3016,4719,3589,1473,8907,4300,4141,13,10,11,16,12,15,19,24,21,16,24,26,28,12,5,9,7,8,7,8,23,18,9,24,16,21,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.00755,0.00796,0.00786,0.0084,0.00754,0.00764,0.00856,0.00864,0.00755,0.00764,0.00736,0.00967,0.00827,Bedford MA,,Bedford,MA,1730.0,42.4523,-71.4568,,,0.69,0
560,132,,10,10,10,10,10,10,0,10,10,0,10,0,0,90.0,130,27533820,2049-12-10 18:13:00,2024-05-11 04:49:00,2024-02-17 11:16:00,31353386,506507,1,421,176396,289872,Invited Via Email,Developers|CDT_Admin,0,3.0,80.0,50,0,90,20,20,10.0,80.0,,56809,4641,19680,4754,17260,32559,27567,2817,877,32175,5621,269,11225,26,14,9,12,13,13,20,18,13,18,21,21,45,32,35,80,3,157,70,59,12,3,74,31,1,56,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.00694,0.00703,0.00747,0.00766,0.00802,0.00766,0.00712,0.00764,0.00736,0.00753,0.00735,0.0069,0.0077,Charlotte,,Charlotte,NC,28202.0,35.2242,-80.8395,,,0.69,0
561,643,1.0,10,10,10,10,0,0,10,10,10,0,10,0,0,81.0,131,74119508,2052-01-17 09:38:00,2052-01-19 12:01:00,2048-07-30 00:28:00,77904760,345284,1,44,143384,314114,Invited Via Email,Admissions,15,5.0,71.0,50,0,80,30,20,1.0,80.0,60.0,7839,1619,243,276,2898,862,139,324,225,2690,255,1455,211,8,8,8,9,8,8,9,9,8,9,9,17,9,38,13,2,3,19,6,3,5,5,22,6,5,2,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.016865,0.015954,0.033932,0.111792,0.030473,0.056399,0.043773,0.051081,0.046253,0.012623,0.084451,0.062818,0.042657,Apple Valley,Computer Science,Apple Valley,CA,92308.0,34.5282,-117.214,Computer Science,IT-Dev,0.62,0
